Epoch [1/10], Loss: 6.344621658325195
Epoch [2/10], Loss: 2.1866188049316406
Epoch [3/10], Loss: 1.0784801244735718
Epoch [4/10], Loss: 1.1585729122161865
Epoch [5/10], Loss: 0.8980841636657715
Epoch [6/10], Loss: 1.165856957435608
Epoch [7/10], Loss: 0.22906839847564697
Epoch [8/10], Loss: 0.7857534885406494
Epoch [9/10], Loss: 0.7777320742607117
Epoch [10/10], Loss: 0.7197636365890503
